Total_spending,Total_orders,segments,Customer type
810.5699999999999,48,High Value,Repeat customer
333.08,23,High Value,Repeat customer
4413.1,179,High Value,Repeat customer
322.8,20,High Value,Repeat customer
2188.05,117,High Value,Repeat customer
417.73,64,High Value,Repeat customer
2883.1,152,High Value,Repeat customer
217.9,9,High Value,Repeat customer
1154.47,69,High Value,Repeat customer
1680.72,94,High Value,Repeat customer
1257.51,50,High Value,Repeat customer
231.10000000000002,12,High Value,Repeat customer
688.33,34,High Value,Repeat customer
487.51,27,High Value,Repeat customer
833.78,62,High Value,Repeat customer
214.06,14,High Value,Repeat customer
290.65999999999997,19,High Value,Repeat customer
518.42,24,High Value,Repeat customer
6773.97,118,High Value,Repeat customer
1212.66,69,High Value,Repeat customer
601.27,29,High Value,Repeat customer
3794.52,261,High Value,Repeat customer
8625.8,73,High Value,Repeat customer
933.62,208,High Value,Repeat customer
123.24,8,High Value,Repeat customer
39.12,2,High Value,Repeat customer
1267.6499999999999,16,High Value,Repeat customer
135.39999999999998,9,High Value,Repeat customer
118.98,32,High Value,Repeat customer
570.13,53,High Value,Repeat customer
306.71999999999997,20,High Value,Repeat customer
1374.8700000000001,160,High Value,Repeat customer
4095.9,252,High Value,Repeat customer
1692.27,6,High Value,Repeat customer
8134.9400000000005,114,High Value,Repeat customer
319.61,98,High Value,Repeat customer
1592.1200000000001,89,High Value,Repeat customer
3109.99,163,High Value,Repeat customer
129.75,3,High Value,Repeat customer
183.7,10,High Value,Repeat customer
1770.34,44,High Value,Repeat customer
1028.0,30,High Value,Repeat customer
66653.56,277,High Value,Repeat customer
324.24,62,High Value,Repeat customer
3062.83,585,High Value,Repeat customer
1260.86,62,High Value,Repeat customer
422.59999999999997,13,High Value,Repeat customer
225.57999999999998,12,High Value,Repeat customer
1276.0,3,High Value,Repeat customer
482.01,60,High Value,Repeat customer
657.9000000000001,10,High Value,Repeat customer
112.75,21,High Value,Repeat customer
1998.0,5,High Value,Repeat customer
5076.55,308,High Value,Repeat customer
5398.3,144,High Value,Repeat customer
14034.99,270,High Value,Repeat customer
531.35,123,High Value,Repeat customer
656.63,27,High Value,Repeat customer
3029.87,79,High Value,Repeat customer
2483.04,402,High Value,Repeat customer
1651.03,22,High Value,Repeat customer
3645.43,447,High Value,Repeat customer
6923.13,624,High Value,Repeat customer
1161.53,93,High Value,Repeat customer
301.71999999999997,19,High Value,Repeat customer
901.2,2,High Value,Repeat customer
3858.38,199,High Value,Repeat customer
623.75,45,High Value,Repeat customer
1790.42,201,High Value,Repeat customer
155.24,27,High Value,Repeat customer
292.47,37,High Value,Repeat customer
4730.81,225,High Value,Repeat customer
589.15,43,High Value,Repeat customer
781.02,151,High Value,Repeat customer
1382.02,185,High Value,Repeat customer
272.82,46,High Value,Repeat customer
1054.67,269,High Value,Repeat customer
7239.92,660,High Value,Repeat customer
743.11,82,High Value,Repeat customer
603.75,28,High Value,Repeat customer
650.51,53,High Value,Repeat customer
2300.56,125,High Value,Repeat customer
417.59999999999997,1,High Value,One-time customer
3.75,1,High Value,One-time customer
323.0,13,High Value,Repeat customer
464.9,1,High Value,One-time customer
2238.09,191,High Value,Repeat customer
1304.76,242,High Value,Repeat customer
7194.3,357,High Value,Repeat customer
6697.66,449,High Value,Repeat customer
836.06,42,High Value,Repeat customer
1515.9,69,High Value,Repeat customer
623.93,95,High Value,Repeat customer
1764.72,25,High Value,Repeat customer
207.5,9,High Value,Repeat customer
223.92000000000002,34,High Value,Repeat customer
2002.4,2,High Value,Repeat customer
1496.83,170,High Value,Repeat customer
239.4,13,High Value,Repeat customer
106.83000000000001,7,High Value,Repeat customer
369.34000000000003,22,High Value,Repeat customer
789.79,42,High Value,Repeat customer
316.62,13,High Value,Repeat customer
1501.38,89,High Value,Repeat customer
611.85,23,High Value,Repeat customer
2799.25,706,High Value,Repeat customer
34.0,1,High Value,One-time customer
1145.6,34,High Value,Repeat customer
5580.6,222,High Value,Repeat customer
478.09000000000003,54,High Value,Repeat customer
380.39,40,High Value,Repeat customer
770.1,145,High Value,Repeat customer
2246.81,255,High Value,Repeat customer
171.59,26,High Value,Repeat customer
661.52,48,High Value,Repeat customer
1695.66,158,High Value,Repeat customer
388.28,76,High Value,Repeat customer
226.35,50,High Value,Repeat customer
245.94,16,High Value,Repeat customer
10629.720000000001,333,High Value,Repeat customer
425.19,60,High Value,Repeat customer
311.25,17,High Value,Repeat customer
2279.9,190,High Value,Repeat customer
107.6,3,High Value,Repeat customer
597.48,155,High Value,Repeat customer
80.8,5,High Value,Repeat customer
1545.6200000000001,93,High Value,Repeat customer
1721.78,320,High Value,Repeat customer
110.38000000000001,12,High Value,Repeat customer
243.84,16,High Value,Repeat customer
1222.71,285,High Value,Repeat customer
414.88,66,High Value,Repeat customer
305.62,18,High Value,Repeat customer
1201.49,164,High Value,Repeat customer
1619.73,76,High Value,Repeat customer
332.3,24,High Value,Repeat customer
536.99,60,High Value,Repeat customer
460.59,98,High Value,Repeat customer
801.49,103,High Value,Repeat customer
1121.59,67,High Value,Repeat customer
288.42,23,High Value,Repeat customer
914.69,149,High Value,Repeat customer
309.54,15,High Value,Repeat customer
547.07,28,High Value,Repeat customer
479.35,15,High Value,Repeat customer
1692.98,449,High Value,Repeat customer
6509.1,324,High Value,Repeat customer
417.06,28,High Value,Repeat customer
1604.75,86,High Value,Repeat customer
3349.57,188,High Value,Repeat customer
497.61,26,High Value,Repeat customer
358.38,38,High Value,Repeat customer
460.64,26,High Value,Repeat customer
775.1800000000001,28,High Value,Repeat customer
341.7,22,High Value,Repeat customer
128.5,8,High Value,Repeat customer
197.22,11,High Value,Repeat customer
325.91,23,High Value,Repeat customer
199.15,12,High Value,Repeat customer
1106.53,47,High Value,Repeat customer
413.46,24,High Value,Repeat customer
180.85,10,High Value,Repeat customer
251.87,11,High Value,Repeat customer
3170.98,165,High Value,Repeat customer
588.85,25,High Value,Repeat customer
16594.35,266,High Value,Repeat customer
1869.82,116,High Value,Repeat customer
1264.19,63,High Value,Repeat customer
10196.57,378,High Value,Repeat customer
214.32,11,High Value,Repeat customer
193.44,12,High Value,Repeat customer
281.42,14,High Value,Repeat customer
124.57,8,High Value,Repeat customer
332.41,19,High Value,Repeat customer
342.45,20,High Value,Repeat customer
144.91000000000003,9,High Value,Repeat customer
328.4,19,High Value,Repeat customer
35.400000000000006,2,High Value,Repeat customer
375.69000000000005,10,High Value,Repeat customer
747.81,52,High Value,Repeat customer
173.76,6,High Value,Repeat customer
502.8,26,High Value,Repeat customer
207.73999999999998,11,High Value,Repeat customer
825.42,128,High Value,Repeat customer
2812.34,137,High Value,Repeat customer
680.02,7,High Value,Repeat customer
7123.62,279,High Value,Repeat customer
2095.53,112,High Value,Repeat customer
853.72,159,High Value,Repeat customer
13.3,3,High Value,Repeat customer
1519.08,178,High Value,Repeat customer
432.0,1,High Value,One-time customer
705.12,39,High Value,Repeat customer
276.73,38,High Value,Repeat customer
429.84000000000003,26,High Value,Repeat customer
471.51,101,High Value,Repeat customer
194.88,37,High Value,Repeat customer
1578.67,135,High Value,Repeat customer
809.7,203,High Value,Repeat customer
525.54,99,High Value,Repeat customer
145.93,45,High Value,Repeat customer
219.14,69,High Value,Repeat customer
289.78,37,High Value,Repeat customer
508.81,162,High Value,Repeat customer
1281.56,125,High Value,Repeat customer
887.11,79,High Value,Repeat customer
1706.88,44,High Value,Repeat customer
373.24,60,High Value,Repeat customer
3754.27,710,High Value,Repeat customer
3102.43,208,High Value,Repeat customer
579.77,93,High Value,Repeat customer
981.65,151,High Value,Repeat customer
379.14,18,High Value,Repeat customer
1510.06,547,High Value,Repeat customer
2575.38,101,High Value,Repeat customer
113.44,8,High Value,Repeat customer
208.46,38,High Value,Repeat customer
621.6800000000001,57,High Value,Repeat customer
576.26,143,High Value,Repeat customer
391.52,9,High Value,Repeat customer
1068.82,128,High Value,Repeat customer
2596.45,327,High Value,Repeat customer
169.79,60,High Value,Repeat customer
7247.61,672,High Value,Repeat customer
846.75,83,High Value,Repeat customer
230.25,14,High Value,Repeat customer
543.05,6,High Value,Repeat customer
2847.6,209,High Value,Repeat customer
1295.39,77,High Value,Repeat customer
380.55,54,High Value,Repeat customer
4604.22,898,High Value,Repeat customer
161.94,53,High Value,Repeat customer
563.23,44,High Value,Repeat customer
950.9300000000001,62,High Value,Repeat customer
262.68,57,High Value,Repeat customer
2736.38,241,High Value,Repeat customer
3049.88,305,High Value,Repeat customer
1920.59,281,High Value,Repeat customer
816.73,33,High Value,Repeat customer
4345.5,249,High Value,Repeat customer
406.48,21,High Value,Repeat customer
435.02,19,High Value,Repeat customer
1286.27,60,High Value,Repeat customer
1178.56,42,High Value,Repeat customer
1277.75,86,High Value,Repeat customer
167.61,16,High Value,Repeat customer
20.8,1,High Value,One-time customer
2085.08,54,High Value,Repeat customer
518.67,25,High Value,Repeat customer
308.74,16,High Value,Repeat customer
416.64,16,High Value,Repeat customer
117.35000000000001,7,High Value,Repeat customer
507.05,101,High Value,Repeat customer
234.17,14,High Value,Repeat customer
110.55000000000001,7,High Value,Repeat customer
201.19,26,High Value,Repeat customer
2154.97,28,High Value,Repeat customer
319.02,21,High Value,Repeat customer
439.43,31,High Value,Repeat customer
650.41,42,High Value,Repeat customer
357.21,41,High Value,Repeat customer
251.51999999999998,2,High Value,Repeat customer
344.33,39,High Value,Repeat customer
1852.0,89,High Value,Repeat customer
1078.96,87,High Value,Repeat customer
384.06,22,High Value,Repeat customer
1931.25,148,High Value,Repeat customer
4481.35,407,High Value,Repeat customer
5464.12,120,High Value,Repeat customer
1873.2,3,High Value,Repeat customer
1625.05,129,High Value,Repeat customer
126.12,7,High Value,Repeat customer
1133.25,12,High Value,Repeat customer
179.0,1,High Value,One-time customer
1614.31,93,High Value,Repeat customer
1456.96,37,High Value,Repeat customer
702.0,12,High Value,Repeat customer
295.0,4,High Value,Repeat customer
484.82,23,High Value,Repeat customer
3989.57,169,High Value,Repeat customer
1493.73,49,High Value,Repeat customer
1412.94,44,High Value,Repeat customer
781.78,44,High Value,Repeat customer
889.9300000000001,52,High Value,Repeat customer
195.36,11,High Value,Repeat customer
270.9,15,High Value,Repeat customer
586.33,74,High Value,Repeat customer
1842.56,217,High Value,Repeat customer
8694.26,252,High Value,Repeat customer
920.1,16,High Value,Repeat customer
1272.61,234,High Value,Repeat customer
71.0,7,High Value,Repeat customer
95.85,3,High Value,Repeat customer
357.77,9,High Value,Repeat customer
154.82999999999998,4,High Value,Repeat customer
890.29,153,High Value,Repeat customer
716.0,2,High Value,Repeat customer
146.87,11,High Value,Repeat customer
380.35,22,High Value,Repeat customer
1030.14,28,High Value,Repeat customer
745.52,30,High Value,Repeat customer
433.53000000000003,28,High Value,Repeat customer
1267.32,75,High Value,Repeat customer
112.4,22,High Value,Repeat customer
449.73,15,High Value,Repeat customer
1081.57,70,High Value,Repeat customer
1044.3799999999999,98,High Value,Repeat customer
1735.18,102,High Value,Repeat customer
948.48,6,High Value,Repeat customer
339.44,22,High Value,Repeat customer
642.02,22,High Value,Repeat customer
1100.9,65,High Value,Repeat customer
925.35,43,High Value,Repeat customer
5659.9800000000005,318,High Value,Repeat customer
3228.84,316,High Value,Repeat customer
247.14000000000001,43,High Value,Repeat customer
413.75,92,High Value,Repeat customer
498.48,13,High Value,Repeat customer
1356.33,83,High Value,Repeat customer
1179.89,62,High Value,Repeat customer
3095.04,516,High Value,Repeat customer
234.24,5,High Value,Repeat customer
5232.2300000000005,99,High Value,Repeat customer
538.37,70,High Value,Repeat customer
1461.14,78,High Value,Repeat customer
859.35,62,High Value,Repeat customer
4552.14,296,High Value,Repeat customer
2709.7000000000003,143,High Value,Repeat customer
312.14,64,High Value,Repeat customer
2429.03,140,High Value,Repeat customer
1446.09,174,High Value,Repeat customer
834.12,77,High Value,Repeat customer
841.0799999999999,25,High Value,Repeat customer
378.2,28,High Value,Repeat customer
118.80000000000001,2,High Value,Repeat customer
287.62,8,High Value,Repeat customer
290.16,64,High Value,Repeat customer
2003.85,81,High Value,Repeat customer
1405.78,52,High Value,Repeat customer
2949.75,162,High Value,Repeat customer
1566.65,187,High Value,Repeat customer
2050.08,96,High Value,Repeat customer
1991.01,115,High Value,Repeat customer
2043.95,63,High Value,Repeat customer
3827.76,195,High Value,Repeat customer
1777.78,125,High Value,Repeat customer
302.0,14,High Value,Repeat customer
1324.16,74,High Value,Repeat customer
1022.13,48,High Value,Repeat customer
954.42,211,High Value,Repeat customer
971.74,65,High Value,Repeat customer
1621.73,42,High Value,Repeat customer
25.5,1,High Value,One-time customer
665.78,90,High Value,Repeat customer
10815.43,418,High Value,Repeat customer
885.04,117,High Value,Repeat customer
163.29999999999998,12,High Value,Repeat customer
248.61,30,High Value,Repeat customer
808.62,127,High Value,Repeat customer
837.5,39,High Value,Repeat customer
116.19999999999999,9,High Value,Repeat customer
157.02,10,High Value,Repeat customer
606.91,35,High Value,Repeat customer
307.46,18,High Value,Repeat customer
138.32,7,High Value,Repeat customer
345.29999999999995,9,High Value,Repeat customer
298.89,32,High Value,Repeat customer
259.35,40,High Value,Repeat customer
1004.75,260,High Value,Repeat customer
157.09,14,High Value,Repeat customer
2463.17,134,High Value,Repeat customer
4892.240000000001,27,High Value,Repeat customer
425.0,24,High Value,Repeat customer
1139.73,52,High Value,Repeat customer
380.5,24,High Value,Repeat customer
10668.47,478,High Value,Repeat customer
465.32,20,High Value,Repeat customer
579.0,15,High Value,Repeat customer
984.57,48,High Value,Repeat customer
749.78,35,High Value,Repeat customer
1714.59,81,High Value,Repeat customer
124.88,9,High Value,Repeat customer
1689.5,14,High Value,Repeat customer
213.78,14,High Value,Repeat customer
329.34,23,High Value,Repeat customer
251.70000000000002,20,High Value,Repeat customer
319.0,13,High Value,Repeat customer
1266.97,67,High Value,Repeat customer
1538.88,101,High Value,Repeat customer
3518.03,229,High Value,Repeat customer
1715.46,104,High Value,Repeat customer
293.1,5,High Value,Repeat customer
2467.35,144,High Value,Repeat customer
158.68,10,High Value,Repeat customer
206.34,12,High Value,Repeat customer
835.78,54,High Value,Repeat customer
224.91,16,High Value,Repeat customer
317.76,15,High Value,Repeat customer
3766.6,86,High Value,Repeat customer
59.9,4,High Value,Repeat customer
1443.69,63,High Value,Repeat customer
306.13,15,High Value,Repeat customer
711.79,80,High Value,Repeat customer
796.03,128,High Value,Repeat customer
239.92000000000002,23,High Value,Repeat customer
3347.31,73,High Value,Repeat customer
144.0,2,High Value,Repeat customer
203.95,10,High Value,Repeat customer
2474.23,84,High Value,Repeat customer
384.40000000000003,61,High Value,Repeat customer
444.74,19,High Value,Repeat customer
2095.13,237,High Value,Repeat customer
1699.3000000000002,32,High Value,Repeat customer
262.62,29,High Value,Repeat customer
1013.01,29,High Value,Repeat customer
692.22,96,High Value,Repeat customer
342.63,40,High Value,Repeat customer
3563.85,152,High Value,Repeat customer
1564.56,57,High Value,Repeat customer
384.08,13,High Value,Repeat customer
204.24,7,High Value,Repeat customer
2317.2200000000003,211,High Value,Repeat customer
226.85,4,High Value,Repeat customer
2781.23,157,High Value,Repeat customer
1069.1200000000001,103,High Value,Repeat customer
113.5,9,High Value,Repeat customer
1960.72,274,High Value,Repeat customer
114.23,25,High Value,Repeat customer
3198.25,472,High Value,Repeat customer
335.13,63,High Value,Repeat customer
354.15,28,High Value,Repeat customer
426.79,49,High Value,Repeat customer
393.49,21,High Value,Repeat customer
939.32,47,High Value,Repeat customer
1906.09,208,High Value,Repeat customer
318.76,47,High Value,Repeat customer
3638.41,69,High Value,Repeat customer
3174.32,541,High Value,Repeat customer
421.52,36,High Value,Repeat customer
190.88,25,High Value,Repeat customer
149.89000000000001,14,High Value,Repeat customer
550.06,29,High Value,Repeat customer
916.13,105,High Value,Repeat customer
314.69,19,High Value,Repeat customer
3744.65,566,High Value,Repeat customer
382.5,15,High Value,Repeat customer
1135.04,40,High Value,Repeat customer
8676.85,400,High Value,Repeat customer
954.9,31,High Value,Repeat customer
171.45,9,High Value,Repeat customer
282.19,55,High Value,Repeat customer
318.65,69,High Value,Repeat customer
384.52,57,High Value,Repeat customer
283.28000000000003,39,High Value,Repeat customer
353.86,87,High Value,Repeat customer
178.26,18,High Value,Repeat customer
272.44,112,High Value,Repeat customer
298.41,78,High Value,Repeat customer
240.0,16,High Value,Repeat customer
603.37,124,High Value,Repeat customer
1253.3600000000001,12,High Value,Repeat customer
63.440000000000005,23,High Value,Repeat customer
562.9,127,High Value,Repeat customer
310.64,80,High Value,Repeat customer
317.62,38,High Value,Repeat customer
763.64,6,High Value,Repeat customer
2148.63,114,High Value,Repeat customer
111.97999999999999,27,High Value,Repeat customer
1065.3500000000001,69,High Value,Repeat customer
246.04,15,High Value,Repeat customer
187.82999999999998,9,High Value,Repeat customer
1703.41,94,High Value,Repeat customer
1652.58,292,High Value,Repeat customer
153.92,45,High Value,Repeat customer
1064.11,124,High Value,Repeat customer
1419.73,142,High Value,Repeat customer
944.41,111,High Value,Repeat customer
525.24,102,High Value,Repeat customer
550.8000000000001,1,High Value,One-time customer
1875.1100000000001,135,High Value,Repeat customer
556.95,69,High Value,Repeat customer
131.78,51,High Value,Repeat customer
498.42,30,High Value,Repeat customer
669.11,57,High Value,Repeat customer
197.63,66,High Value,Repeat customer
1135.63,79,High Value,Repeat customer
250.04,53,High Value,Repeat customer
8631.31,66,High Value,Repeat customer
82.75,12,High Value,Repeat customer
1384.85,55,High Value,Repeat customer
644.3,14,High Value,Repeat customer
2328.84,24,High Value,Repeat customer
2527.92,131,High Value,Repeat customer
6292.26,473,High Value,Repeat customer
2600.34,9,High Value,Repeat customer
1200.6200000000001,73,High Value,Repeat customer
700.86,107,High Value,Repeat customer
921.07,200,High Value,Repeat customer
990.23,50,High Value,Repeat customer
96.8,6,High Value,Repeat customer
523.11,33,High Value,Repeat customer
363.9,6,High Value,Repeat customer
175.2,1,High Value,One-time customer
494.25,28,High Value,Repeat customer
307.02,11,High Value,Repeat customer
2027.8700000000001,543,High Value,Repeat customer
6643.93,753,High Value,Repeat customer
243.36,9,High Value,Repeat customer
12353.29,407,High Value,Repeat customer
781.36,183,High Value,Repeat customer
193.64,17,High Value,Repeat customer
160.57,32,High Value,Repeat customer
537.74,87,High Value,Repeat customer
2676.56,500,High Value,Repeat customer
228.96,1,High Value,One-time customer
1159.52,215,High Value,Repeat customer
110.75,9,High Value,Repeat customer
1286.07,71,High Value,Repeat customer
587.15,27,High Value,Repeat customer
1740.0,8,High Value,Repeat customer
1393.06,16,High Value,Repeat customer
178.22,19,High Value,Repeat customer
388.14,45,High Value,Repeat customer
365.85,59,High Value,Repeat customer
127.86,15,High Value,Repeat customer
585.79,132,High Value,Repeat customer
488.2,29,High Value,Repeat customer
312.23,35,High Value,Repeat customer
4481.18,411,High Value,Repeat customer
4801.56,468,High Value,Repeat customer
168.4,34,High Value,Repeat customer
1912.67,111,High Value,Repeat customer
446.18,33,High Value,Repeat customer
423.89,87,High Value,Repeat customer
1342.68,253,High Value,Repeat customer
646.92,57,High Value,Repeat customer
495.77,28,High Value,Repeat customer
400.1,69,High Value,Repeat customer
203.2,24,High Value,Repeat customer
4100.92,418,High Value,Repeat customer
404.66,83,High Value,Repeat customer
20275.61,109,High Value,Repeat customer
65.4,2,High Value,Repeat customer
199.29,51,High Value,Repeat customer
336.4,15,High Value,Repeat customer
261.11,47,High Value,Repeat customer
2686.42,28,High Value,Repeat customer
784.11,78,High Value,Repeat customer
1259.56,15,High Value,Repeat customer
31833.68,213,High Value,Repeat customer
508.8,3,High Value,Repeat customer
457.91,62,High Value,Repeat customer
203.86999999999998,4,High Value,Repeat customer
7330.8,27,High Value,Repeat customer
696.41,92,High Value,Repeat customer
653.38,38,High Value,Repeat customer
2129.96,213,High Value,Repeat customer
2633.85,59,High Value,Repeat customer
281.62,33,High Value,Repeat customer
31906.82,198,High Value,Repeat customer
1031.41,82,High Value,Repeat customer
2200.42,113,High Value,Repeat customer
32.65,2,High Value,Repeat customer
771.85,13,High Value,Repeat customer
1214.72,64,High Value,Repeat customer
778.94,41,High Value,Repeat customer
1258.06,66,High Value,Repeat customer
778.0,6,High Value,Repeat customer
507.84,14,High Value,Repeat customer
6893.42,269,High Value,Repeat customer
463.46000000000004,30,High Value,Repeat customer
4226.57,206,High Value,Repeat customer
598.83,30,High Value,Repeat customer
1979.37,117,High Value,Repeat customer
698.41,26,High Value,Repeat customer
759.17,43,High Value,Repeat customer
5037.26,271,High Value,Repeat customer
100.8,2,High Value,Repeat customer
17256.85,328,High Value,Repeat customer
524.9200000000001,39,High Value,Repeat customer
265.76,14,High Value,Repeat customer
403.3,43,High Value,Repeat customer
365.76,48,High Value,Repeat customer
303.15999999999997,54,High Value,Repeat customer
2373.82,134,High Value,Repeat customer
216.29999999999998,9,High Value,Repeat customer
388.45000000000005,17,High Value,Repeat customer
186.42000000000002,5,High Value,Repeat customer
2248.56,135,High Value,Repeat customer
534.24,1,High Value,One-time customer
2940.04,135,High Value,Repeat customer
120.9,9,High Value,Repeat customer
541.53,36,High Value,Repeat customer
2520.86,277,High Value,Repeat customer
194550.79,337,Medium value,Repeat customer
1721.4,100,High Value,Repeat customer
486.71999999999997,19,High Value,Repeat customer
517.53,61,High Value,Repeat customer
131.7,8,High Value,Repeat customer
249.86,17,High Value,Repeat customer
1737.7,19,High Value,Repeat customer
316.5,54,High Value,Repeat customer
657.3,111,High Value,Repeat customer
622.4300000000001,29,High Value,Repeat customer
757.46,111,High Value,Repeat customer
675.69,27,High Value,Repeat customer
1896.41,215,High Value,Repeat customer
289.96000000000004,9,High Value,Repeat customer
763.28,41,High Value,Repeat customer
137.0,5,High Value,Repeat customer
1870.97,88,High Value,Repeat customer
1125.07,78,High Value,Repeat customer
710.29,181,High Value,Repeat customer
194.37,14,High Value,Repeat customer
511.82,29,High Value,Repeat customer
1255.59,82,High Value,Repeat customer
414.04,21,High Value,Repeat customer
396.87,24,High Value,Repeat customer
376.64,29,High Value,Repeat customer
2092.32,76,High Value,Repeat customer
3558.87,109,High Value,Repeat customer
374.57,12,High Value,Repeat customer
497.56,27,High Value,Repeat customer
271.05,10,High Value,Repeat customer
272.22,17,High Value,Repeat customer
622.88,40,High Value,Repeat customer
1138.0,5,High Value,Repeat customer
288.6,18,High Value,Repeat customer
689.1,28,High Value,Repeat customer
558.96,38,High Value,Repeat customer
2997.0299999999997,127,High Value,Repeat customer
1145.84,52,High Value,Repeat customer
302.2,14,High Value,Repeat customer
605.58,88,High Value,Repeat customer
387.31,22,High Value,Repeat customer
6115.14,366,High Value,Repeat customer
308.48,20,High Value,Repeat customer
91062.38,963,High Value,Repeat customer
2924.9900000000002,105,High Value,Repeat customer
513.2,6,High Value,Repeat customer
208.65,40,High Value,Repeat customer
639.02,87,High Value,Repeat customer
768.08,137,High Value,Repeat customer
153.94,11,High Value,Repeat customer
1844.02,82,High Value,Repeat customer
546.81,30,High Value,Repeat customer
723.2099999999999,45,High Value,Repeat customer
1070.71,73,High Value,Repeat customer
652.74,33,High Value,Repeat customer
145.0,6,High Value,Repeat customer
422.70000000000005,9,High Value,Repeat customer
1195.8999999999999,19,High Value,Repeat customer
939.37,47,High Value,Repeat customer
3628.5,253,High Value,Repeat customer
2385.0,394,High Value,Repeat customer
296.7,14,High Value,Repeat customer
223.36,9,High Value,Repeat customer
164.4,13,High Value,Repeat customer
76.5,3,High Value,Repeat customer
897.62,75,High Value,Repeat customer
98.42,9,High Value,Repeat customer
578.9,25,High Value,Repeat customer
170.75,25,High Value,Repeat customer
645.96,145,High Value,Repeat customer
103.3,5,High Value,Repeat customer
148.86,6,High Value,Repeat customer
267.16,42,High Value,Repeat customer
306.84,43,High Value,Repeat customer
930.41,49,High Value,Repeat customer
1487.6,2,High Value,Repeat customer
1952.45,88,High Value,Repeat customer
483.26,106,High Value,Repeat customer
157.9,6,High Value,Repeat customer
541.46,34,High Value,Repeat customer
854.95,26,High Value,Repeat customer
167.62,46,High Value,Repeat customer
1122.38,63,High Value,Repeat customer
454.01,49,High Value,Repeat customer
901.21,152,High Value,Repeat customer
4331.48,165,High Value,Repeat customer
344.14,29,High Value,Repeat customer
1498.51,299,High Value,Repeat customer
226.75000000000003,12,High Value,Repeat customer
380.6,25,High Value,Repeat customer
185.65,8,High Value,Repeat customer
3622.68,411,High Value,Repeat customer
143.45999999999998,5,High Value,Repeat customer
448.90000000000003,50,High Value,Repeat customer
215.72,45,High Value,Repeat customer
11045.04,440,High Value,Repeat customer
175.27,29,High Value,Repeat customer
1242.3,35,High Value,Repeat customer
1133.07,214,High Value,Repeat customer
1240.2,23,High Value,Repeat customer
2404.17,253,High Value,Repeat customer
1479.22,201,High Value,Repeat customer
2225.9700000000003,166,High Value,Repeat customer
3927.34,213,High Value,Repeat customer
993.18,50,High Value,Repeat customer
388.79,83,High Value,Repeat customer
2827.93,270,High Value,Repeat customer
2044.3700000000001,55,High Value,Repeat customer
161.67000000000002,13,High Value,Repeat customer
116.00999999999999,9,High Value,Repeat customer
5102.97,560,High Value,Repeat customer
394.72,11,High Value,Repeat customer
309.36,63,High Value,Repeat customer
193.42,59,High Value,Repeat customer
1112.22,237,High Value,Repeat customer
3984.22,576,High Value,Repeat customer
2048.45,135,High Value,Repeat customer
4559.150000000001,312,High Value,Repeat customer
390.07,100,High Value,Repeat customer
329.6,14,High Value,Repeat customer
571.1999999999999,3,High Value,Repeat customer
971.58,78,High Value,Repeat customer
218.52,77,High Value,Repeat customer
81.44,4,High Value,Repeat customer
1379.9,26,High Value,Repeat customer
527.0500000000001,33,High Value,Repeat customer
843.48,50,High Value,Repeat customer
2047.0,315,High Value,Repeat customer
75.75,5,High Value,Repeat customer
1814.12,123,High Value,Repeat customer
503.59999999999997,26,High Value,Repeat customer
528.33,39,High Value,Repeat customer
1324.84,70,High Value,Repeat customer
2361.9700000000003,297,High Value,Repeat customer
285.56,20,High Value,Repeat customer
547.0600000000001,35,High Value,Repeat customer
108.5,7,High Value,Repeat customer
621.66,5,High Value,Repeat customer
712.29,40,High Value,Repeat customer
101.55,8,High Value,Repeat customer
2895.64,157,High Value,Repeat customer
1008.39,51,High Value,Repeat customer
133.06,7,High Value,Repeat customer
1797.5,91,High Value,Repeat customer
868.49,52,High Value,Repeat customer
166.08,8,High Value,Repeat customer
3945.0,232,High Value,Repeat customer
4867.72,259,High Value,Repeat customer
1207.56,44,High Value,Repeat customer
117.55,22,High Value,Repeat customer
2638.94,91,High Value,Repeat customer
1674.69,82,High Value,Repeat customer
595.42,19,High Value,Repeat customer
2999.46,158,High Value,Repeat customer
196.0,45,High Value,Repeat customer
1802.91,86,High Value,Repeat customer
604.64,43,High Value,Repeat customer
728.16,18,High Value,Repeat customer
2055.51,116,High Value,Repeat customer
347.75,15,High Value,Repeat customer
3406.7200000000003,68,High Value,Repeat customer
205.7,11,High Value,Repeat customer
1572.71,53,High Value,Repeat customer
3178.17,110,High Value,Repeat customer
1629.12,227,High Value,Repeat customer
551.04,27,High Value,Repeat customer
20374.28,705,High Value,Repeat customer
1387.68,78,High Value,Repeat customer
16363.23,304,High Value,Repeat customer
298.11,16,High Value,Repeat customer
1992.1100000000001,30,High Value,Repeat customer
184.4,11,High Value,Repeat customer
2474.33,118,High Value,Repeat customer
239.41,15,High Value,Repeat customer
3191.53,130,High Value,Repeat customer
5739.46,286,High Value,Repeat customer
4757.95,256,High Value,Repeat customer
290.40000000000003,19,High Value,Repeat customer
740.9399999999999,46,High Value,Repeat customer
200.47,16,High Value,Repeat customer
283.12,15,High Value,Repeat customer
765.34,35,High Value,Repeat customer
2285.71,115,High Value,Repeat customer
338.95,19,High Value,Repeat customer
154.95,8,High Value,Repeat customer
2534.64,142,High Value,Repeat customer
417.95,24,High Value,Repeat customer
1824.37,74,High Value,Repeat customer
798.74,55,High Value,Repeat customer
